customer_key,customer_id,store_id,first_name,last_name,email
353,353,1,JONATHAN,SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org
354,354,2,JUSTIN,NGO,JUSTIN.NGO@sakilacustomer.org
355,355,2,TERRY,GRISSOM,TERRY.GRISSOM@sakilacustomer.org
356,356,2,GERALD,FULTZ,GERALD.FULTZ@sakilacustomer.org
357,357,1,KEITH,RICO,KEITH.RICO@sakilacustomer.org
358,358,2,SAMUEL,MARLOW,SAMUEL.MARLOW@sakilacustomer.org
359,359,2,WILLIE,MARKHAM,WILLIE.MARKHAM@sakilacustomer.org
360,360,2,RALPH,MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org
361,361,2,LAWRENCE,LAWTON,LAWRENCE.LAWTON@sakilacustomer.org
362,362,1,NICHOLAS,BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org
363,363,2,ROY,WHITING,ROY.WHITING@sakilacustomer.org
364,364,1,BENJAMIN,VARNEY,BENJAMIN.VARNEY@sakilacustomer.org
365,365,2,BRUCE,SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org
366,366,1,BRANDON,HUEY,BRANDON.HUEY@sakilacustomer.org
367,367,1,ADAM,GOOCH,ADAM.GOOCH@sakilacustomer.org
368,368,1,HARRY,ARCE,HARRY.ARCE@sakilacustomer.org
369,369,2,FRED,WHEAT,FRED.WHEAT@sakilacustomer.org
370,370,2,WAYNE,TRUONG,WAYNE.TRUONG@sakilacustomer.org
371,371,1,BILLY,POULIN,BILLY.POULIN@sakilacustomer.org
372,372,2,STEVE,MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org
373,373,1,LOUIS,LEONE,LOUIS.LEONE@sakilacustomer.org
374,374,2,JEREMY,HURTADO,JEREMY.HURTADO@sakilacustomer.org
375,375,2,AARON,SELBY,AARON.SELBY@sakilacustomer.org
376,376,1,RANDY,GAITHER,RANDY.GAITHER@sakilacustomer.org
377,377,1,HOWARD,FORTNER,HOWARD.FORTNER@sakilacustomer.org
378,378,1,EUGENE,CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org
379,379,1,CARLOS,COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org
380,380,1,RUSSELL,BRINSON,RUSSELL.BRINSON@sakilacustomer.org
381,381,2,BOBBY,BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org
382,382,2,VICTOR,BARKLEY,VICTOR.BARKLEY@sakilacustomer.org
383,383,1,MARTIN,BALES,MARTIN.BALES@sakilacustomer.org
384,384,2,ERNEST,STEPP,ERNEST.STEPP@sakilacustomer.org
385,385,1,PHILLIP,HOLM,PHILLIP.HOLM@sakilacustomer.org
386,386,1,TODD,TAN,TODD.TAN@sakilacustomer.org
387,387,2,JESSE,SCHILLING,JESSE.SCHILLING@sakilacustomer.org
388,388,2,CRAIG,MORRELL,CRAIG.MORRELL@sakilacustomer.org
389,389,1,ALAN,KAHN,ALAN.KAHN@sakilacustomer.org
390,390,1,SHAWN,HEATON,SHAWN.HEATON@sakilacustomer.org
391,391,1,CLARENCE,GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org
392,392,2,SEAN,DOUGLASS,SEAN.DOUGLASS@sakilacustomer.org
393,393,1,PHILIP,CAUSEY,PHILIP.CAUSEY@sakilacustomer.org
394,394,2,CHRIS,BROTHERS,CHRIS.BROTHERS@sakilacustomer.org
395,395,2,JOHNNY,TURPIN,JOHNNY.TURPIN@sakilacustomer.org
396,396,1,EARL,SHANKS,EARL.SHANKS@sakilacustomer.org
397,397,1,JIMMY,SCHRADER,JIMMY.SCHRADER@sakilacustomer.org
398,398,1,ANTONIO,MEEK,ANTONIO.MEEK@sakilacustomer.org
399,399,1,DANNY,ISOM,DANNY.ISOM@sakilacustomer.org
400,400,2,BRYAN,HARDISON,BRYAN.HARDISON@sakilacustomer.org
401,401,2,TONY,CARRANZA,TONY.CARRANZA@sakilacustomer.org
402,402,1,LUIS,YANEZ,LUIS.YANEZ@sakilacustomer.org
403,403,1,MIKE,WAY,MIKE.WAY@sakilacustomer.org
404,404,2,STANLEY,SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org
405,405,1,LEONARD,SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org
406,406,1,NATHAN,RUNYON,NATHAN.RUNYON@sakilacustomer.org
407,407,1,DALE,RATCLIFF,DALE.RATCLIFF@sakilacustomer.org
408,408,1,MANUEL,MURRELL,MANUEL.MURRELL@sakilacustomer.org
409,409,2,RODNEY,MOELLER,RODNEY.MOELLER@sakilacustomer.org
410,410,2,CURTIS,IRBY,CURTIS.IRBY@sakilacustomer.org
411,411,1,NORMAN,CURRIER,NORMAN.CURRIER@sakilacustomer.org
412,412,2,ALLEN,BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org
413,413,2,MARVIN,YEE,MARVIN.YEE@sakilacustomer.org
414,414,1,VINCENT,RALSTON,VINCENT.RALSTON@sakilacustomer.org
415,415,1,GLENN,PULLEN,GLENN.PULLEN@sakilacustomer.org
416,416,2,JEFFERY,PINSON,JEFFERY.PINSON@sakilacustomer.org
417,417,1,TRAVIS,ESTEP,TRAVIS.ESTEP@sakilacustomer.org
418,418,2,JEFF,EAST,JEFF.EAST@sakilacustomer.org
419,419,1,CHAD,CARBONE,CHAD.CARBONE@sakilacustomer.org
420,420,1,JACOB,LANCE,JACOB.LANCE@sakilacustomer.org
421,421,1,LEE,HAWKS,LEE.HAWKS@sakilacustomer.org
422,422,1,MELVIN,ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org
423,423,2,ALFRED,CASILLAS,ALFRED.CASILLAS@sakilacustomer.org
424,424,2,KYLE,SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org
425,425,2,FRANCIS,SIKES,FRANCIS.SIKES@sakilacustomer.org
426,426,1,BRADLEY,MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org
427,427,2,JESUS,MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org
428,428,2,HERBERT,KRUGER,HERBERT.KRUGER@sakilacustomer.org
429,429,2,FREDERICK,ISBELL,FREDERICK.ISBELL@sakilacustomer.org
430,430,1,RAY,HOULE,RAY.HOULE@sakilacustomer.org
431,431,2,JOEL,FRANCISCO,JOEL.FRANCISCO@sakilacustomer.org
432,432,1,EDWIN,BURK,EDWIN.BURK@sakilacustomer.org
433,433,1,DON,BONE,DON.BONE@sakilacustomer.org
434,434,1,EDDIE,TOMLIN,EDDIE.TOMLIN@sakilacustomer.org
435,435,2,RICKY,SHELBY,RICKY.SHELBY@sakilacustomer.org
436,436,1,TROY,QUIGLEY,TROY.QUIGLEY@sakilacustomer.org
437,437,2,RANDALL,NEUMANN,RANDALL.NEUMANN@sakilacustomer.org
438,438,1,BARRY,LOVELACE,BARRY.LOVELACE@sakilacustomer.org
439,439,2,ALEXANDER,FENNELL,ALEXANDER.FENNELL@sakilacustomer.org
440,440,1,BERNARD,COLBY,BERNARD.COLBY@sakilacustomer.org
441,441,1,MARIO,CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org
442,442,1,LEROY,BUSTAMANTE,LEROY.BUSTAMANTE@sakilacustomer.org
443,443,2,FRANCISCO,SKIDMORE,FRANCISCO.SKIDMORE@sakilacustomer.org
444,444,2,MARCUS,HIDALGO,MARCUS.HIDALGO@sakilacustomer.org
445,445,1,MICHEAL,FORMAN,MICHEAL.FORMAN@sakilacustomer.org
446,446,2,THEODORE,CULP,THEODORE.CULP@sakilacustomer.org
447,447,1,CLIFFORD,BOWENS,CLIFFORD.BOWENS@sakilacustomer.org
448,448,1,MIGUEL,BETANCOURT,MIGUEL.BETANCOURT@sakilacustomer.org
449,449,2,OSCAR,AQUINO,OSCAR.AQUINO@sakilacustomer.org
450,450,1,JAY,ROBB,JAY.ROBB@sakilacustomer.org
451,451,1,JIM,REA,JIM.REA@sakilacustomer.org
452,452,1,TOM,MILNER,TOM.MILNER@sakilacustomer.org
453,453,1,CALVIN,MARTEL,CALVIN.MARTEL@sakilacustomer.org
454,454,2,ALEX,GRESHAM,ALEX.GRESHAM@sakilacustomer.org
455,455,2,JON,WILES,JON.WILES@sakilacustomer.org
456,456,2,RONNIE,RICKETTS,RONNIE.RICKETTS@sakilacustomer.org
457,457,2,BILL,GAVIN,BILL.GAVIN@sakilacustomer.org
458,458,1,LLOYD,DOWD,LLOYD.DOWD@sakilacustomer.org
459,459,1,TOMMY,COLLAZO,TOMMY.COLLAZO@sakilacustomer.org
460,460,1,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org
461,461,1,DEREK,BLAKELY,DEREK.BLAKELY@sakilacustomer.org
462,462,2,WARREN,SHERROD,WARREN.SHERROD@sakilacustomer.org
463,463,2,DARRELL,POWER,DARRELL.POWER@sakilacustomer.org
464,464,1,JEROME,KENYON,JEROME.KENYON@sakilacustomer.org
465,465,1,FLOYD,GANDY,FLOYD.GANDY@sakilacustomer.org
466,466,1,LEO,EBERT,LEO.EBERT@sakilacustomer.org
467,467,2,ALVIN,DELOACH,ALVIN.DELOACH@sakilacustomer.org
468,468,1,TIM,CARY,TIM.CARY@sakilacustomer.org
469,469,2,WESLEY,BULL,WESLEY.BULL@sakilacustomer.org
470,470,1,GORDON,ALLARD,GORDON.ALLARD@sakilacustomer.org
471,471,1,DEAN,SAUER,DEAN.SAUER@sakilacustomer.org
472,472,1,GREG,ROBINS,GREG.ROBINS@sakilacustomer.org
473,473,2,JORGE,OLIVARES,JORGE.OLIVARES@sakilacustomer.org
474,474,2,DUSTIN,GILLETTE,DUSTIN.GILLETTE@sakilacustomer.org
475,475,2,PEDRO,CHESTNUT,PEDRO.CHESTNUT@sakilacustomer.org
476,476,1,DERRICK,BOURQUE,DERRICK.BOURQUE@sakilacustomer.org
477,477,1,DAN,PAINE,DAN.PAINE@sakilacustomer.org
478,478,1,LEWIS,LYMAN,LEWIS.LYMAN@sakilacustomer.org
479,479,1,ZACHARY,HITE,ZACHARY.HITE@sakilacustomer.org
480,480,1,COREY,HAUSER,COREY.HAUSER@sakilacustomer.org
481,481,1,HERMAN,DEVORE,HERMAN.DEVORE@sakilacustomer.org
482,482,1,MAURICE,CRAWLEY,MAURICE.CRAWLEY@sakilacustomer.org
483,483,2,VERNON,CHAPA,VERNON.CHAPA@sakilacustomer.org
484,484,1,ROBERTO,VU,ROBERTO.VU@sakilacustomer.org
485,485,1,CLYDE,TOBIAS,CLYDE.TOBIAS@sakilacustomer.org
486,486,1,GLEN,TALBERT,GLEN.TALBERT@sakilacustomer.org
487,487,2,HECTOR,POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org
488,488,2,SHANE,MILLARD,SHANE.MILLARD@sakilacustomer.org
489,489,1,RICARDO,MEADOR,RICARDO.MEADOR@sakilacustomer.org
490,490,1,SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org
491,491,2,RICK,MATTOX,RICK.MATTOX@sakilacustomer.org
492,492,2,LESTER,KRAUS,LESTER.KRAUS@sakilacustomer.org
493,493,1,BRENT,HARKINS,BRENT.HARKINS@sakilacustomer.org
494,494,2,RAMON,CHOATE,RAMON.CHOATE@sakilacustomer.org
495,495,2,CHARLIE,BESS,CHARLIE.BESS@sakilacustomer.org
496,496,2,TYLER,WREN,TYLER.WREN@sakilacustomer.org
497,497,2,GILBERT,SLEDGE,GILBERT.SLEDGE@sakilacustomer.org
498,498,1,GENE,SANBORN,GENE.SANBORN@sakilacustomer.org
499,499,2,MARC,OUTLAW,MARC.OUTLAW@sakilacustomer.org
500,500,1,REGINALD,KINDER,REGINALD.KINDER@sakilacustomer.org
501,501,1,RUBEN,GEARY,RUBEN.GEARY@sakilacustomer.org
502,502,1,BRETT,CORNWELL,BRETT.CORNWELL@sakilacustomer.org
503,503,1,ANGEL,BARCLAY,ANGEL.BARCLAY@sakilacustomer.org
504,504,1,NATHANIEL,ADAM,NATHANIEL.ADAM@sakilacustomer.org
505,505,1,RAFAEL,ABNEY,RAFAEL.ABNEY@sakilacustomer.org
506,506,2,LESLIE,SEWARD,LESLIE.SEWARD@sakilacustomer.org
507,507,2,EDGAR,RHOADS,EDGAR.RHOADS@sakilacustomer.org
508,508,2,MILTON,HOWLAND,MILTON.HOWLAND@sakilacustomer.org
509,509,1,RAUL,FORTIER,RAUL.FORTIER@sakilacustomer.org
510,510,2,BEN,EASTER,BEN.EASTER@sakilacustomer.org
511,511,1,CHESTER,BENNER,CHESTER.BENNER@sakilacustomer.org
512,512,1,CECIL,VINES,CECIL.VINES@sakilacustomer.org
513,513,2,DUANE,TUBBS,DUANE.TUBBS@sakilacustomer.org
514,514,2,FRANKLIN,TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org
515,515,1,ANDRE,RAPP,ANDRE.RAPP@sakilacustomer.org
516,516,2,ELMER,NOE,ELMER.NOE@sakilacustomer.org
517,517,2,BRAD,MCCURDY,BRAD.MCCURDY@sakilacustomer.org
518,518,1,GABRIEL,HARDER,GABRIEL.HARDER@sakilacustomer.org
519,519,2,RON,DELUCA,RON.DELUCA@sakilacustomer.org
520,520,2,MITCHELL,WESTMORELAND,MITCHELL.WESTMORELAND@sakilacustomer.org
521,521,2,ROLAND,SOUTH,ROLAND.SOUTH@sakilacustomer.org
522,522,2,ARNOLD,HAVENS,ARNOLD.HAVENS@sakilacustomer.org
523,523,1,HARVEY,GUAJARDO,HARVEY.GUAJARDO@sakilacustomer.org
524,524,1,JARED,ELY,JARED.ELY@sakilacustomer.org
525,525,2,ADRIAN,CLARY,ADRIAN.CLARY@sakilacustomer.org
526,526,2,KARL,SEAL,KARL.SEAL@sakilacustomer.org
527,527,1,CORY,MEEHAN,CORY.MEEHAN@sakilacustomer.org
528,528,1,CLAUDE,HERZOG,CLAUDE.HERZOG@sakilacustomer.org
529,529,2,ERIK,GUILLEN,ERIK.GUILLEN@sakilacustomer.org
530,530,2,DARRYL,ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org
531,531,2,JAMIE,WAUGH,JAMIE.WAUGH@sakilacustomer.org
532,532,2,NEIL,RENNER,NEIL.RENNER@sakilacustomer.org
533,533,1,JESSIE,MILAM,JESSIE.MILAM@sakilacustomer.org
534,534,1,CHRISTIAN,JUNG,CHRISTIAN.JUNG@sakilacustomer.org
535,535,1,JAVIER,ELROD,JAVIER.ELROD@sakilacustomer.org
536,536,2,FERNANDO,CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org
537,537,2,CLINTON,BUFORD,CLINTON.BUFORD@sakilacustomer.org
538,538,2,TED,BREAUX,TED.BREAUX@sakilacustomer.org
539,539,1,MATHEW,BOLIN,MATHEW.BOLIN@sakilacustomer.org
540,540,1,TYRONE,ASHER,TYRONE.ASHER@sakilacustomer.org
541,541,2,DARREN,WINDHAM,DARREN.WINDHAM@sakilacustomer.org
542,542,2,LONNIE,TIRADO,LONNIE.TIRADO@sakilacustomer.org
543,543,1,LANCE,PEMBERTON,LANCE.PEMBERTON@sakilacustomer.org
544,544,2,CODY,NOLEN,CODY.NOLEN@sakilacustomer.org
545,545,2,JULIO,NOLAND,JULIO.NOLAND@sakilacustomer.org
546,546,1,KELLY,KNOTT,KELLY.KNOTT@sakilacustomer.org
547,547,1,KURT,EMMONS,KURT.EMMONS@sakilacustomer.org
548,548,1,ALLAN,CORNISH,ALLAN.CORNISH@sakilacustomer.org
549,549,1,NELSON,CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org
550,550,2,GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org
551,551,2,CLAYTON,BARBEE,CLAYTON.BARBEE@sakilacustomer.org
552,552,2,HUGH,WALDROP,HUGH.WALDROP@sakilacustomer.org
553,553,1,MAX,PITT,MAX.PITT@sakilacustomer.org
554,554,1,DWAYNE,OLVERA,DWAYNE.OLVERA@sakilacustomer.org
555,555,1,DWIGHT,LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org
556,556,2,ARMANDO,GRUBER,ARMANDO.GRUBER@sakilacustomer.org
557,557,1,FELIX,GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org
558,558,1,JIMMIE,EGGLESTON,JIMMIE.EGGLESTON@sakilacustomer.org
559,559,2,EVERETT,BANDA,EVERETT.BANDA@sakilacustomer.org
560,560,1,JORDAN,ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org
561,561,2,IAN,STILL,IAN.STILL@sakilacustomer.org
562,562,1,WALLACE,SLONE,WALLACE.SLONE@sakilacustomer.org
563,563,2,KEN,PREWITT,KEN.PREWITT@sakilacustomer.org
564,564,2,BOB,PFEIFFER,BOB.PFEIFFER@sakilacustomer.org
565,565,2,JAIME,NETTLES,JAIME.NETTLES@sakilacustomer.org
566,566,1,CASEY,MENA,CASEY.MENA@sakilacustomer.org
567,567,2,ALFREDO,MCADAMS,ALFREDO.MCADAMS@sakilacustomer.org
568,568,2,ALBERTO,HENNING,ALBERTO.HENNING@sakilacustomer.org
569,569,2,DAVE,GARDINER,DAVE.GARDINER@sakilacustomer.org
570,570,2,IVAN,CROMWELL,IVAN.CROMWELL@sakilacustomer.org
571,571,2,JOHNNIE,CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org
572,572,1,SIDNEY,BURLESON,SIDNEY.BURLESON@sakilacustomer.org
573,573,1,BYRON,BOX,BYRON.BOX@sakilacustomer.org
574,574,2,JULIAN,VEST,JULIAN.VEST@sakilacustomer.org
575,575,2,ISAAC,OGLESBY,ISAAC.OGLESBY@sakilacustomer.org
576,576,2,MORRIS,MCCARTER,MORRIS.MCCARTER@sakilacustomer.org
577,577,2,CLIFTON,MALCOLM,CLIFTON.MALCOLM@sakilacustomer.org
578,578,2,WILLARD,LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org
579,579,2,DARYL,LARUE,DARYL.LARUE@sakilacustomer.org
580,580,1,ROSS,GREY,ROSS.GREY@sakilacustomer.org
581,581,1,VIRGIL,WOFFORD,VIRGIL.WOFFORD@sakilacustomer.org
582,582,2,ANDY,VANHORN,ANDY.VANHORN@sakilacustomer.org
583,583,1,MARSHALL,THORN,MARSHALL.THORN@sakilacustomer.org
584,584,2,SALVADOR,TEEL,SALVADOR.TEEL@sakilacustomer.org
585,585,1,PERRY,SWAFFORD,PERRY.SWAFFORD@sakilacustomer.org
586,586,1,KIRK,STCLAIR,KIRK.STCLAIR@sakilacustomer.org
587,587,1,SERGIO,STANFIELD,SERGIO.STANFIELD@sakilacustomer.org
588,588,1,MARION,OCAMPO,MARION.OCAMPO@sakilacustomer.org
589,589,1,TRACY,HERRMANN,TRACY.HERRMANN@sakilacustomer.org
590,590,2,SETH,HANNON,SETH.HANNON@sakilacustomer.org
591,591,1,KENT,ARSENAULT,KENT.ARSENAULT@sakilacustomer.org
592,592,1,TERRANCE,ROUSH,TERRANCE.ROUSH@sakilacustomer.org
593,593,2,RENE,MCALISTER,RENE.MCALISTER@sakilacustomer.org
594,594,1,EDUARDO,HIATT,EDUARDO.HIATT@sakilacustomer.org
595,595,1,TERRENCE,GUNDERSON,TERRENCE.GUNDERSON@sakilacustomer.org
596,596,1,ENRIQUE,FORSYTHE,ENRIQUE.FORSYTHE@sakilacustomer.org
597,597,1,FREDDIE,DUGGAN,FREDDIE.DUGGAN@sakilacustomer.org
598,598,1,WADE,DELVALLE,WADE.DELVALLE@sakilacustomer.org
599,599,2,AUSTIN,CINTRON,AUSTIN.CINTRON@sakilacustomer.org
